image_1943,15:36:47:3 ,0.02
image_1944,15:36:47:4 ,-0.01
image_1945,15:36:47:5 ,-0.06
image_1946,15:36:47:6 ,0
image_1947,15:36:47:7 ,-0.02
image_1948,15:36:47:8 ,-0.05
image_1949,15:36:47:9 ,-0.09
image_1950,15:36:48:0 ,-0.05
image_1951,15:36:48:1 ,-0.04
image_1952,15:36:48:2 ,0.03
image_1953,15:36:48:3 ,0.02
image_1954,15:36:48:4 ,-0.04
image_1955,15:36:48:5 ,-0.03
image_1956,15:36:48:6 ,-0.04
image_1957,15:36:48:7 ,-0.03
image_1958,15:36:48:8 ,-0.07
image_1959,15:36:48:9 ,-0.09
image_1960,15:36:49:0 ,-0.07
image_1961,15:36:49:1 ,-0.06
image_1962,15:36:49:2 ,-0.01
image_1963,15:36:49:3 ,-0.06
image_1964,15:36:49:4 ,-0.09
image_1965,15:36:49:5 ,-0.1
image_1966,15:36:49:6 ,-0.09
image_1967,15:36:49:7 ,-0.09
image_1968,15:36:49:8 ,-0.11
image_1969,15:36:49:9 ,-0.11
image_1970,15:36:50:0 ,-0.08
image_1971,15:36:50:1 ,-0.06
image_1972,15:36:50:2 ,-0.04
image_1973,15:36:50:3 ,-0.13
image_1974,15:36:50:4 ,-0.06
image_1975,15:36:50:5 ,-0.01
image_1976,15:36:50:6 ,-0.04
image_1977,15:36:50:7 ,-0.1
image_1978,15:36:50:8 ,-0.07
image_1979,15:36:50:9 ,-0.08
image_1980,15:36:51:0 ,-0.04
image_1981,15:36:51:1 ,-0.05
image_1982,15:36:51:2 ,-0.05
image_1983,15:36:51:3 ,-0.06
image_1984,15:36:51:4 ,-0.08
image_1985,15:36:51:5 ,-0.07
image_1986,15:36:51:6 ,-0.08
image_1987,15:36:51:7 ,-0.11
image_1988,15:36:51:8 ,-0.13
image_1989,15:36:51:9 ,-0.13
image_1990,15:36:52:0 ,-0.07
image_1991,15:36:52:1 ,-0.08
image_1992,15:36:52:2 ,-0.08
image_1993,15:36:52:3 ,-0.05
image_1994,15:36:52:4 ,-0.02
image_1995,15:36:52:5 ,-0.07
image_1996,15:36:52:6 ,-0.11
image_1997,15:36:52:7 ,-0.11
image_1998,15:36:52:8 ,-0.05
image_1999,15:36:52:9 ,-0.03
image_2000,15:36:53:0 ,-0.01
image_2001,15:36:53:1 ,-0.05
image_2002,15:36:53:2 ,-0.04
image_2003,15:36:53:3 ,-0.07
image_2004,15:36:53:4 ,-0.06
image_2005,15:36:53:5 ,-0.09
image_2006,15:36:53:6 ,-0.09
image_2007,15:36:53:7 ,-0.04
image_2008,15:36:53:8 ,0.02
image_2009,15:36:53:9 ,-0.02
image_2010,15:36:54:0 ,-0.04
image_2011,15:36:54:1 ,-0.07
image_2012,15:36:54:2 ,-0.03
image_2013,15:36:54:3 ,-0.06
image_2014,15:36:54:4 ,-0.08
image_2015,15:36:54:5 ,-0.07
image_2016,15:36:54:6 ,-0.08
image_2017,15:36:54:7 ,-0.07
image_2018,15:36:54:8 ,-0.01
image_2019,15:36:54:9 ,-0.07
image_2020,15:36:55:0 ,-0.08
image_2021,15:36:55:1 ,-0.06
image_2022,15:36:55:2 ,-0.06
image_2023,15:36:55:3 ,-0.06
image_2024,15:36:55:4 ,-0.1
image_2025,15:36:55:5 ,-0.1
image_2026,15:36:55:6 ,-0.09
image_2027,15:36:55:7 ,-0.09
image_2028,15:36:55:8 ,-0.02
image_2029,15:36:55:9 ,-0.01
image_2030,15:36:56:0 ,-0.07
image_2031,15:36:56:1 ,-0.07
image_2032,15:36:56:2 ,-0.03
image_2033,15:36:56:3 ,-0.12
image_2034,15:36:56:4 ,-0.07
image_2035,15:36:56:5 ,-0.06
image_2036,15:36:56:6 ,-0.11
image_2037,15:36:56:7 ,-0.06
image_2038,15:36:56:8 ,-0.04
image_2039,15:36:56:9 ,-0.03
image_2040,15:36:57:0 ,0
image_2041,15:36:57:1 ,0
image_2042,15:36:57:2 ,-0.05
image_2043,15:36:57:3 ,-0.08
image_2044,15:36:57:4 ,-0.07
image_2045,15:36:57:5 ,-0.1
image_2046,15:36:57:6 ,-0.1
image_2047,15:36:57:7 ,-0.04
image_2048,15:36:57:8 ,-0.01
image_2049,15:36:57:9 ,-0.07
image_2050,15:36:58:0 ,-0.03
image_2051,15:36:58:1 ,-0.05
image_2052,15:36:58:2 ,-0.1
image_2053,15:36:58:3 ,-0.1
image_2054,15:36:58:4 ,-0.09
image_2055,15:36:58:5 ,-0.08
image_2056,15:36:58:6 ,-0.01
image_2057,15:36:58:7 ,-0.05
image_2058,15:36:58:8 ,-0.02
image_2059,15:36:58:9 ,-0.02
image_2060,15:36:59:0 ,-0.03
image_2061,15:36:59:1 ,-0.05
image_2062,15:36:59:2 ,-0.07
image_2063,15:36:59:3 ,-0.05
image_2064,15:36:59:4 ,-0.08
image_2065,15:36:59:5 ,-0.03
image_2066,15:36:59:6 ,-0.01
image_2067,15:36:59:7 ,-0.01
image_2068,15:36:59:8 ,-0.02
image_2069,15:36:59:9 ,-0.04
image_2070,15:37:00:0 ,-0.03
image_2071,15:37:00:1 ,-0.07
image_2072,15:37:00:2 ,-0.06
image_2073,15:37:00:3 ,-0.08
image_2074,15:37:00:4 ,-0.07
image_2075,15:37:00:5 ,0.03
image_2076,15:37:00:6 ,0
image_2077,15:37:00:7 ,-0.03
image_2078,15:37:00:8 ,-0.04
image_2079,15:37:00:9 ,-0.01
image_2080,15:37:01:0 ,-0.05
image_2081,15:37:01:1 ,-0.08
image_2082,15:37:01:2 ,-0.09
image_2083,15:37:01:3 ,-0.07
image_2084,15:37:01:4 ,-0.04
image_2085,15:37:01:5 ,0
image_2086,15:37:01:6 ,-0.02
image_2087,15:37:01:7 ,-0.02
image_2088,15:37:01:8 ,-0.06
image_2089,15:37:01:9 ,-0.03
image_2090,15:37:02:0 ,-0.05
image_2091,15:37:02:1 ,-0.09
image_2092,15:37:02:2 ,-0.08
image_2093,15:37:02:3 ,-0.07
image_2094,15:37:02:4 ,-0.03
image_2095,15:37:02:5 ,0.01
image_2096,15:37:02:6 ,-0.02
image_2097,15:37:02:7 ,-0.01
image_2098,15:37:02:8 ,-0.03
image_2099,15:37:02:9 ,-0.04
image_2100,15:37:03:0 ,-0.07
image_2101,15:37:03:1 ,-0.08
image_2102,15:37:03:2 ,-0.09
image_2103,15:37:03:3 ,-0.05
image_2104,15:37:03:4 ,0.01
image_2105,15:37:03:5 ,-0.01
image_2106,15:37:03:6 ,-0.06
image_2107,15:37:03:7 ,-0.04
image_2108,15:37:03:8 ,-0.03
image_2109,15:37:03:9 ,-0.04
image_2110,15:37:04:0 ,-0.06
image_2111,15:37:04:1 ,-0.08
image_2112,15:37:04:2 ,-0.08
image_2113,15:37:04:3 ,-0.04
image_2114,15:37:04:4 ,0
image_2115,15:37:04:5 ,-0.02
image_2116,15:37:04:6 ,-0.05
image_2117,15:37:04:7 ,-0.06
image_2118,15:37:04:8 ,-0.05
image_2119,15:37:04:9 ,-0.06
image_2120,15:37:05:0 ,-0.07
image_2121,15:37:05:1 ,-0.04
image_2122,15:37:05:2 ,-0.08
image_2123,15:37:05:3 ,-0.03
image_2124,15:37:05:4 ,-0.05
image_2125,15:37:05:5 ,-0.05
image_2126,15:37:05:6 ,-0.07
image_2127,15:37:05:7 ,-0.07
image_2128,15:37:05:8 ,-0.05
image_2129,15:37:05:9 ,-0.08
image_2130,15:37:06:0 ,-0.08
image_2131,15:37:06:1 ,-0.1
image_2132,15:37:06:2 ,-0.06
image_2133,15:37:06:3 ,-0.02
image_2134,15:37:06:4 ,-0.02
image_2135,15:37:06:5 ,-0.04
image_2136,15:37:06:6 ,-0.03
image_2137,15:37:06:7 ,-0.01
image_2138,15:37:06:8 ,-0.08
image_2139,15:37:06:9 ,-0.09
image_2140,15:37:07:0 ,-0.09
image_2141,15:37:07:1 ,-0.06
image_2142,15:37:07:2 ,-0.01
image_2143,15:37:07:3 ,-0.03
image_2144,15:37:07:4 ,-0.02
image_2145,15:37:07:5 ,-0.03
image_2146,15:37:07:6 ,-0.05
image_2147,15:37:07:7 ,-0.07
image_2148,15:37:07:8 ,-0.11
image_2149,15:37:07:9 ,-0.07
image_2150,15:37:08:0 ,-0.08
image_2151,15:37:08:1 ,-0.09
image_2152,15:37:08:2 ,-0.02
image_2153,15:37:08:3 ,-0.05
image_2154,15:37:08:4 ,-0.07
image_2155,15:37:08:5 ,-0.07
image_2156,15:37:08:6 ,-0.04
image_2157,15:37:08:7 ,-0.12
image_2158,15:37:08:8 ,-0.13
image_2159,15:37:08:9 ,-0.09
image_2160,15:37:09:0 ,-0.1
image_2161,15:37:09:1 ,-0.04
image_2162,15:37:09:2 ,-0.05
image_2163,15:37:09:3 ,-0.03
image_2164,15:37:09:4 ,-0.04
image_2165,15:37:09:5 ,-0.07
image_2166,15:37:09:6 ,-0.09
image_2167,15:37:09:7 ,-0.1
image_2168,15:37:09:8 ,-0.07
image_2169,15:37:09:9 ,-0.11
image_2170,15:37:10:0 ,-0.09
image_2171,15:37:10:1 ,-0.05
image_2172,15:37:10:2 ,0
image_2173,15:37:10:3 ,-0.04
image_2174,15:37:10:4 ,-0.06
image_2175,15:37:10:5 ,-0.04
image_2176,15:37:10:6 ,-0.05
image_2177,15:37:10:7 ,-0.05
image_2178,15:37:10:8 ,-0.08
image_2179,15:37:10:9 ,-0.11
image_2180,15:37:11:0 ,-0.06
image_2181,15:37:11:1 ,-0.04
image_2182,15:37:11:2 ,-0.03
image_2183,15:37:11:3 ,-0.09
image_2184,15:37:11:4 ,-0.05
image_2185,15:37:11:5 ,-0.02
image_2186,15:37:11:6 ,-0.09
image_2187,15:37:11:7 ,-0.09
image_2188,15:37:11:8 ,-0.11
image_2189,15:37:11:9 ,-0.08
image_2190,15:37:12:0 ,-0.02
image_2191,15:37:12:1 ,0
image_2192,15:37:12:2 ,-0.05
image_2193,15:37:12:3 ,-0.02
image_2194,15:37:12:4 ,-0.05
image_2195,15:37:12:5 ,-0.07
image_2196,15:37:12:6 ,-0.1
image_2197,15:37:12:7 ,-0.09
image_2198,15:37:12:8 ,-0.12
image_2199,15:37:12:9 ,-0.08
image_2200,15:37:13:0 ,-0.01
image_2201,15:37:13:1 ,-0.04
image_2202,15:37:13:2 ,-0.06
image_2203,15:37:13:3 ,-0.03
image_2204,15:37:13:4 ,-0.01
image_2205,15:37:13:5 ,-0.03
image_2206,15:37:13:6 ,-0.04
image_2207,15:37:13:7 ,-0.08
image_2208,15:37:13:8 ,-0.08
image_2209,15:37:13:9 ,0.03
image_2210,15:37:14:0 ,0.03
image_2211,15:37:14:1 ,-0.01
image_2212,15:37:14:2 ,-0.06
image_2213,15:37:14:3 ,-0.02
image_2214,15:37:14:4 ,-0.03
image_2215,15:37:14:5 ,-0.04
image_2216,15:37:14:6 ,-0.05
image_2217,15:37:14:7 ,-0.07
image_2218,15:37:14:8 ,-0.03
image_2219,15:37:14:9 ,0.01
image_2220,15:37:15:0 ,0.04
image_2221,15:37:15:1 ,-0.06
image_2222,15:37:15:2 ,-0.03
image_2223,15:37:15:3 ,-0.04
image_2224,15:37:15:4 ,-0.03
image_2225,15:37:15:5 ,-0.07
image_2226,15:37:15:6 ,-0.05
image_2227,15:37:15:7 ,-0.08
image_2228,15:37:15:8 ,-0.09
image_2229,15:37:15:9 ,-0.01
image_2230,15:37:16:0 ,-0.01
image_2231,15:37:16:1 ,-0.04
image_2232,15:37:16:2 ,-0.06
image_2233,15:37:16:3 ,-0.01
image_2234,15:37:16:4 ,-0.06
image_2235,15:37:16:5 ,-0.09
image_2236,15:37:16:6 ,-0.08
image_2237,15:37:16:7 ,-0.11
image_2238,15:37:16:8 ,-0.06
image_2239,15:37:16:9 ,-0.03
image_2240,15:37:17:0 ,-0.03
image_2241,15:37:17:1 ,-0.04
image_2242,15:37:17:2 ,-0.05
image_2243,15:37:17:3 ,-0.05
image_2244,15:37:17:4 ,-0.09
image_2245,15:37:17:5 ,-0.09
image_2246,15:37:17:6 ,-0.1
image_2247,15:37:17:7 ,-0.06
image_2248,15:37:17:8 ,0
image_2249,15:37:17:9 ,0.01
image_2250,15:37:18:0 ,-0.04
image_2251,15:37:18:1 ,-0.07
image_2252,15:37:18:2 ,-0.04
image_2253,15:37:18:3 ,-0.05
image_2254,15:37:18:4 ,-0.08
image_2255,15:37:18:5 ,-0.07
image_2256,15:37:18:6 ,-0.06
image_2257,15:37:18:7 ,-0.04
image_2258,15:37:18:8 ,-0.01
image_2259,15:37:18:9 ,0.01
image_2260,15:37:19:0 ,-0.03
image_2261,15:37:19:1 ,-0.03
image_2262,15:37:19:2 ,-0.02
image_2263,15:37:19:3 ,-0.07
image_2264,15:37:19:4 ,-0.07
image_2265,15:37:19:5 ,-0.07
image_2266,15:37:19:6 ,-0.06
image_2267,15:37:19:7 ,-0.03
image_2268,15:37:19:8 ,0.01
image_2269,15:37:19:9 ,-0.05
image_2270,15:37:20:0 ,-0.04
image_2271,15:37:20:1 ,-0.02
image_2272,15:37:20:2 ,-0.03
image_2273,15:37:20:3 ,-0.1
image_2274,15:37:20:4 ,-0.07
image_2275,15:37:20:5 ,-0.08
image_2276,15:37:20:6 ,-0.01
image_2277,15:37:20:7 ,0.02
image_2278,15:37:20:8 ,0
image_2279,15:37:20:9 ,-0.02
image_2280,15:37:21:0 ,0
image_2281,15:37:21:1 ,-0.02
image_2282,15:37:21:2 ,-0.02
image_2283,15:37:21:3 ,-0.01
image_2284,15:37:21:4 ,-0.05
image_2285,15:37:21:5 ,-0.07
image_2286,15:37:21:6 ,0.01
image_2287,15:37:21:7 ,0.01
image_2288,15:37:21:8 ,-0.02
image_2289,15:37:21:9 ,-0.02
image_2290,15:37:22:0 ,-0.03
image_2291,15:37:22:1 ,-0.03
image_2292,15:37:22:2 ,-0.03
image_2293,15:37:22:3 ,-0.06
image_2294,15:37:22:4 ,-0.08
image_2295,15:37:22:5 ,-0.01
image_2296,15:37:22:6 ,0.03
image_2297,15:37:22:7 ,0.01
image_2298,15:37:22:8 ,-0.03
image_2299,15:37:22:9 ,-0.03
image_2300,15:37:23:0 ,0
image_2301,15:37:23:1 ,-0.04
image_2302,15:37:23:2 ,-0.04
image_2303,15:37:23:3 ,-0.04
image_2304,15:37:23:4 ,-0.06
image_2305,15:37:23:5 ,0
image_2306,15:37:23:6 ,0.01
image_2307,15:37:23:7 ,0.01
image_2308,15:37:23:8 ,0.01
image_2309,15:37:23:9 ,-0.01
image_2310,15:37:24:0 ,-0.01
image_2311,15:37:24:1 ,-0.08
image_2312,15:37:24:2 ,-0.05
image_2313,15:37:24:3 ,-0.07
image_2314,15:37:24:4 ,-0.07
image_2315,15:37:24:5 ,-0.02
image_2316,15:37:24:6 ,0.01
image_2317,15:37:24:7 ,-0.01
image_2318,15:37:24:8 ,-0.04
image_2319,15:37:24:9 ,-0.02
image_2320,15:37:25:0 ,-0.02
image_2321,15:37:25:1 ,-0.08
image_2322,15:37:25:2 ,-0.05
image_2323,15:37:25:3 ,-0.1
image_2324,15:37:25:4 ,-0.06
image_2325,15:37:25:5 ,0
image_2326,15:37:25:6 ,0.01
image_2327,15:37:25:7 ,-0.02
image_2328,15:37:25:8 ,-0.05
image_2329,15:37:25:9 ,-0.01
image_2330,15:37:26:0 ,-0.08
image_2331,15:37:26:1 ,-0.06
image_2332,15:37:26:2 ,-0.04
image_2333,15:37:26:3 ,-0.07
image_2334,15:37:26:4 ,-0.01
image_2335,15:37:26:5 ,-0.01
image_2336,15:37:26:6 ,-0.01
image_2337,15:37:26:7 ,-0.04
image_2338,15:37:26:8 ,-0.03
image_2339,15:37:26:9 ,-0.02
image_2340,15:37:27:0 ,-0.06
image_2341,15:37:27:1 ,-0.06
image_2342,15:37:27:2 ,-0.06
image_2343,15:37:27:3 ,-0.03
image_2344,15:37:27:4 ,0.01
image_2345,15:37:27:5 ,0.06
image_2346,15:37:27:6 ,0.01
image_2347,15:37:27:7 ,-0.03
image_2348,15:37:27:8 ,-0.03
image_2349,15:37:27:9 ,-0.04
image_2350,15:37:28:0 ,-0.03
image_2351,15:37:28:1 ,-0.05
image_2352,15:37:28:2 ,-0.02
image_2353,15:37:28:3 ,0.04
image_2354,15:37:28:4 ,0.03
image_2355,15:37:28:5 ,-0.02
image_2356,15:37:28:6 ,-0.01
image_2357,15:37:28:7 ,0
image_2358,15:37:28:8 ,-0.02
image_2359,15:37:28:9 ,-0.06
image_2360,15:37:29:0 ,-0.06
image_2361,15:37:29:1 ,-0.07
image_2362,15:37:29:2 ,0.01
image_2363,15:37:29:3 ,0.04
image_2364,15:37:29:4 ,0.01
image_2365,15:37:29:5 ,-0.03
image_2366,15:37:29:6 ,-0.03
image_2367,15:37:29:7 ,-0.03
image_2368,15:37:29:8 ,-0.07
image_2369,15:37:29:9 ,-0.09
image_2370,15:37:30:0 ,-0.1
image_2371,15:37:30:1 ,-0.09
image_2372,15:37:30:2 ,0.01
image_2373,15:37:30:3 ,0.02
image_2374,15:37:30:4 ,-0.03
image_2375,15:37:30:5 ,-0.06
image_2376,15:37:30:6 ,-0.05
image_2377,15:37:30:7 ,-0.07
image_2378,15:37:30:8 ,-0.12
image_2379,15:37:30:9 ,-0.11
image_2380,15:37:31:0 ,-0.09
image_2381,15:37:31:1 ,-0.02
image_2382,15:37:31:2 ,0.03
image_2383,15:37:31:3 ,0.01
image_2384,15:37:31:4 ,-0.06
image_2385,15:37:31:5 ,-0.03
image_2386,15:37:31:6 ,0
image_2387,15:37:31:7 ,-0.07
image_2388,15:37:31:8 ,-0.09
image_2389,15:37:31:9 ,-0.09
image_2390,15:37:32:0 ,-0.07
image_2391,15:37:32:1 ,-0.02
image_2392,15:37:32:2 ,-0.02
image_2393,15:37:32:3 ,-0.05
image_2394,15:37:32:4 ,-0.06
image_2395,15:37:32:5 ,-0.05
image_2396,15:37:32:6 ,-0.03
image_2397,15:37:32:7 ,-0.06
image_2398,15:37:32:8 ,-0.12
image_2399,15:37:32:9 ,-0.09
image_2400,15:37:33:0 ,-0.01
image_2401,15:37:33:1 ,0.04
image_2402,15:37:33:2 ,0
image_2403,15:37:33:3 ,-0.04
image_2404,15:37:33:4 ,-0.01
image_2405,15:37:33:5 ,-0.02
image_2406,15:37:33:6 ,-0.09
image_2407,15:37:33:7 ,-0.09
image_2408,15:37:33:8 ,-0.08
image_2409,15:37:33:9 ,-0.06
image_2410,15:37:34:0 ,0.01
image_2411,15:37:34:1 ,0.02
image_2412,15:37:34:2 ,0
image_2413,15:37:34:3 ,-0.03
image_2414,15:37:34:4 ,-0.02
image_2415,15:37:34:5 ,-0.06
image_2416,15:37:34:6 ,-0.05
image_2417,15:37:34:7 ,-0.08
image_2418,15:37:34:8 ,-0.03
image_2419,15:37:34:9 ,-0.02
image_2420,15:37:35:0 ,0.04
image_2421,15:37:35:1 ,0
image_2422,15:37:35:2 ,-0.03
image_2423,15:37:35:3 ,-0.01
image_2424,15:37:35:4 ,0.01
image_2425,15:37:35:5 ,-0.07
image_2426,15:37:35:6 ,-0.1
image_2427,15:37:35:7 ,-0.08
image_2428,15:37:35:8 ,-0.05
image_2429,15:37:35:9 ,0.04
image_2430,15:37:36:0 ,0.05
image_2431,15:37:36:1 ,-0.01
image_2432,15:37:36:2 ,-0.06
image_2433,15:37:36:3 ,-0.05
image_2434,15:37:36:4 ,-0.04
image_2435,15:37:36:5 ,-0.04
image_2436,15:37:36:6 ,-0.03
image_2437,15:37:36:7 ,-0.06
image_2438,15:37:36:8 ,0.01
image_2439,15:37:36:9 ,0.03
image_2440,15:37:37:0 ,0.08
image_2441,15:37:37:1 ,-0.02
image_2442,15:37:37:2 ,0.01
image_2443,15:37:37:3 ,0.02
image_2444,15:37:37:4 ,-0.03
image_2445,15:37:37:5 ,-0.07
image_2446,15:37:37:6 ,-0.06
image_2447,15:37:37:7 ,-0.05
image_2448,15:37:37:8 ,0
image_2449,15:37:37:9 ,0.01
image_2450,15:37:38:0 ,0.02
image_2451,15:37:38:1 ,-0.05
image_2452,15:37:38:2 ,0.01
image_2453,15:37:38:3 ,-0.01
image_2454,15:37:38:4 ,-0.09
image_2455,15:37:38:5 ,-0.07
image_2456,15:37:38:6 ,-0.05
image_2457,15:37:38:7 ,-0.04
image_2458,15:37:38:8 ,0.02
image_2459,15:37:38:9 ,0.02
image_2460,15:37:39:0 ,-0.03
image_2461,15:37:39:1 ,-0.01
image_2462,15:37:39:2 ,-0.01
image_2463,15:37:39:3 ,-0.06
image_2464,15:37:39:4 ,-0.06
image_2465,15:37:39:5 ,-0.07
image_2466,15:37:39:6 ,-0.06
image_2467,15:37:39:7 ,-0.02
image_2468,15:37:39:8 ,0.02
image_2469,15:37:39:9 ,0.01
image_2470,15:37:40:0 ,0
image_2471,15:37:40:1 ,-0.03
image_2472,15:37:40:2 ,-0.04
image_2473,15:37:40:3 ,-0.1
image_2474,15:37:40:4 ,-0.09
image_2475,15:37:40:5 ,-0.09
image_2476,15:37:40:6 ,-0.07
image_2477,15:37:40:7 ,-0.04
image_2478,15:37:40:8 ,-0.04
image_2479,15:37:40:9 ,-0.02
image_2480,15:37:41:0 ,-0.05
image_2481,15:37:41:1 ,-0.05
image_2482,15:37:41:2 ,-0.02
image_2483,15:37:41:3 ,-0.09
image_2484,15:37:41:4 ,-0.04
image_2485,15:37:41:5 ,-0.09
image_2486,15:37:41:6 ,-0.03
image_2487,15:37:41:7 ,0.04
image_2488,15:37:41:8 ,-0.01
image_2489,15:37:41:9 ,-0.06
image_2490,15:37:42:0 ,-0.03
image_2491,15:37:42:1 ,-0.01
image_2492,15:37:42:2 ,-0.02
image_2493,15:37:42:3 ,-0.05
image_2494,15:37:42:4 ,-0.04
image_2495,15:37:42:5 ,-0.05
image_2496,15:37:42:6 ,0.05
image_2497,15:37:42:7 ,0.07
image_2498,15:37:42:8 ,-0.03
image_2499,15:37:42:9 ,-0.07
image_2500,15:37:43:0 ,-0.01
image_2501,15:37:43:1 ,-0.04
image_2502,15:37:43:2 ,-0.08
image_2503,15:37:43:3 ,-0.07
image_2504,15:37:43:4 ,-0.05
image_2505,15:37:43:5 ,-0.02
image_2506,15:37:43:6 ,0.04
image_2507,15:37:43:7 ,0.02
image_2508,15:37:43:8 ,-0.02
image_2509,15:37:43:9 ,0
image_2510,15:37:44:0 ,0.01
image_2511,15:37:44:1 ,-0.04
image_2512,15:37:44:2 ,-0.01
image_2513,15:37:44:3 ,0
image_2514,15:37:44:4 ,0
image_2515,15:37:44:5 ,0.06
image_2516,15:37:44:6 ,0.03
image_2517,15:37:44:7 ,-0.01
image_2518,15:37:44:8 ,0.01
image_2519,15:37:44:9 ,0.02
image_2520,15:37:45:0 ,-0.06
image_2521,15:37:45:1 ,-0.09
image_2522,15:37:45:2 ,-0.06
image_2523,15:37:45:3 ,-0.05
image_2524,15:37:45:4 ,0
image_2525,15:37:45:5 ,0.04
image_2526,15:37:45:6 ,0.05
image_2527,15:37:45:7 ,-0.02
image_2528,15:37:45:8 ,-0.02
image_2529,15:37:45:9 ,-0.02
image_2530,15:37:46:0 ,-0.05
image_2531,15:37:46:1 ,-0.06
image_2532,15:37:46:2 ,-0.09
image_2533,15:37:46:3 ,-0.07
image_2534,15:37:46:4 ,0.02
image_2535,15:37:46:5 ,0.06
image_2536,15:37:46:6 ,-0.03
image_2537,15:37:46:7 ,-0.02
image_2538,15:37:46:8 ,0.02
image_2539,15:37:46:9 ,-0.03
image_2540,15:37:47:0 ,-0.11
image_2541,15:37:47:1 ,-0.05
image_2542,15:37:47:2 ,-0.01
image_2543,15:37:47:3 ,0.02
image_2544,15:37:47:4 ,0.03
image_2545,15:37:47:5 ,0.02
image_2546,15:37:47:6 ,0.04
image_2547,15:37:47:7 ,0.06
image_2548,15:37:47:8 ,-0.04
image_2549,15:37:47:9 ,-0.15
image_2550,15:37:48:0 ,-0.02
image_2551,15:37:48:1 ,-0.07
image_2552,15:37:48:2 ,-0.09
image_2553,15:37:48:3 ,-0.09
image_2554,15:37:48:4 ,-0.06
image_2555,15:37:48:5 ,-0.04
image_2556,15:37:48:6 ,0
image_2557,15:37:48:7 ,-0.02
image_2558,15:37:48:8 ,0
image_2559,15:37:48:9 ,0
image_2560,15:37:49:0 ,-0.14
image_2561,15:37:49:1 ,-0.11
image_2562,15:37:49:2 ,-0.11
image_2563,15:37:49:3 ,-0.12
image_2564,15:37:49:4 ,-0.05
image_2565,15:37:49:5 ,0.01
image_2566,15:37:49:6 ,-0.02
image_2567,15:37:49:7 ,-0.06
image_2568,15:37:49:8 ,0
image_2569,15:37:49:9 ,-0.01
image_2570,15:37:50:0 ,-0.09
image_2571,15:37:50:1 ,-0.04
image_2572,15:37:50:2 ,-0.1
image_2573,15:37:50:3 ,-0.1
image_2574,15:37:50:4 ,0.04
image_2575,15:37:50:5 ,-0.02
image_2576,15:37:50:6 ,-0.08
image_2577,15:37:50:7 ,-0.02
image_2578,15:37:50:8 ,-0.03
image_2579,15:37:50:9 ,-0.05
image_2580,15:37:51:0 ,-0.08
image_2581,15:37:51:1 ,-0.08
image_2582,15:37:51:2 ,-0.06
image_2583,15:37:51:3 ,-0.01
image_2584,15:37:51:4 ,0.03
image_2585,15:37:51:5 ,0
image_2586,15:37:51:6 ,-0.06
image_2587,15:37:51:7 ,-0.03
image_2588,15:37:51:8 ,-0.04
image_2589,15:37:51:9 ,-0.01
image_2590,15:37:52:0 ,-0.08
image_2591,15:37:52:1 ,-0.05
image_2592,15:37:52:2 ,-0.04
image_2593,15:37:52:3 ,-0.02
image_2594,15:37:52:4 ,0.03
image_2595,15:37:52:5 ,-0.04
image_2596,15:37:52:6 ,-0.01
image_2597,15:37:52:7 ,-0.02
image_2598,15:37:52:8 ,0.01
image_2599,15:37:52:9 ,-0.04
image_2600,15:37:53:0 ,-0.07
image_2601,15:37:53:1 ,-0.07
image_2602,15:37:53:2 ,-0.03
image_2603,15:37:53:3 ,0.03
image_2604,15:37:53:4 ,-0.03
image_2605,15:37:53:5 ,0.05
image_2606,15:37:53:6 ,0.01
image_2607,15:37:53:7 ,0.05
image_2608,15:37:53:8 ,-0.06
image_2609,15:37:53:9 ,-0.02
image_2610,15:37:54:0 ,-0.09
image_2611,15:37:54:1 ,-0.04
image_2612,15:37:54:2 ,0.07
image_2613,15:37:54:3 ,0.04
image_2614,15:37:54:4 ,-0.06
image_2615,15:37:54:5 ,-0.02
image_2616,15:37:54:6 ,-0.04
image_2617,15:37:54:7 ,-0.02
image_2618,15:37:54:8 ,-0.02
image_2619,15:37:54:9 ,-0.08
image_2620,15:37:55:0 ,-0.03
image_2621,15:37:55:1 ,0
image_2622,15:37:55:2 ,0.06
image_2623,15:37:55:3 ,0.03
image_2624,15:37:55:4 ,-0.04
image_2625,15:37:55:5 ,-0.04
image_2626,15:37:55:6 ,-0.04
image_2627,15:37:55:7 ,-0.07
image_2628,15:37:55:8 ,-0.13
image_2629,15:37:55:9 ,-0.1
image_2630,15:37:56:0 ,-0.09
image_2631,15:37:56:1 ,0.04
image_2632,15:37:56:2 ,0.07
image_2633,15:37:56:3 ,0
image_2634,15:37:56:4 ,-0.06
image_2635,15:37:56:5 ,-0.02
image_2636,15:37:56:6 ,-0.03
image_2637,15:37:56:7 ,-0.22
image_2638,15:37:56:8 ,-0.13
image_2639,15:37:56:9 ,-0.05
image_2640,15:37:57:0 ,-0.06
image_2641,15:37:57:1 ,-0.05
image_2642,15:37:57:2 ,-0.12
image_2643,15:37:57:3 ,-0.13
image_2644,15:37:57:4 ,-0.16
image_2645,15:37:57:5 ,-0.14
image_2646,15:37:57:6 ,-0.08
image_2647,15:37:57:7 ,-0.19
image_2648,15:37:57:8 ,-0.19
image_2649,15:37:57:9 ,-0.16
image_2650,15:37:58:0 ,-0.16
image_2651,15:37:58:1 ,-0.11
